kodeBarang,namaBarang,supplier,kodeKategori,kodeSubkategori,kemasan,satuan,hpp,hargaJual,berat,stokToko,stokGudang,stokTotal,lokasiToko,lokasiGudang,createdAt,updatedAt
C010204009,22pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,63,150,0.04,970,2000,2970,H4-14,A-1,,2019-09-13 03:17:02
C010204010,33pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,68,150,0,100,1850,1950,H4-15,A-1,,2019-04-30 02:06:49
C010204011,47pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,68,150,0.04,150,1000,1150,H4-16,A-1,,2019-07-30 02:31:58
C010204012,68pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,66,150,0.04,20,750,770,H4-17,A-1,,2019-04-30 02:06:49
C010204013,100pF SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,68,150,0.04,80,800,880,H4-18,A-1,,2019-07-30 02:31:58
C010204014,150pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,72,150,0.04,220,2000,2220,H4-19,A-1,,2019-04-30 02:06:49
C010204015,200pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,66,150,0.04,220,2450,2670,H4-20,A-1,,2019-02-27 02:21:56
C010204016,220pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,66,150,0.04,100,1400,1500,H4-21,A-1,,2019-07-10 05:24:12
C010204017,330pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,64,150,0.04,90,1800,1890,H4-22,A-1,,2019-07-30 02:31:58
C010204018,470pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,68,150,0.04,150,25,175,H4-23,A-1,,2019-04-30 02:06:49
C010204019,560pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,66,150,0.04,200,2400,2600,H4-24,A-1,,2019-04-30 02:06:49
C010204020,680pF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,64,150,0.04,20,2000,2020,H4-25,A-1,,2019-04-30 02:06:49
C010204021,1nF  SMD1206 Capacitor,Novatech,KD005,KS028,SMD1206,pcs,68,150,0.04,10,0,10,H5-1,A-1,,2019-06-14 05:04:34
C010204022,2.2nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,61,150,0.04,170,3600,3770,H5-2,A-1,,2019-03-04 08:39:10
C010204023,3.3nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,64,150,0.04,240,300,540,H5-3,A-1,,2019-03-28 09:42:54
C010204024,4.7nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,68,150,0.04,-20,50,30,H5-4,A-1,,2019-04-25 09:27:52
C010204025,6.8nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,64,150,0.04,80,2600,2680,H5-5,A-1,,2019-02-27 02:30:23
C010204026,10nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,64,150,0.04,20,100,120,H5-6,A-1,,2019-07-30 02:31:58
C010204027,15nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,66,150,0.04,-60,300,240,H5-7,A-1,,2019-07-30 02:31:58
C010204028,22nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,73,150,0.04,-458,500,42,H5-8,A-1,,2019-07-31 09:05:31
C010204029,33nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,70,150,0.04,-290,250,-40,H5-9,A-1,,2019-07-30 02:31:58
C010204030,47nF SMD1206 Capacitor,Novatech,KD005,KS028,SMD1206,pcs,68,150,0,120,1700,1820,H5-10,A-1,,2019-08-26 04:33:29
C010204031,68nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,70,150,0.04,230,3750,3980,H5-11,A-1,,2019-04-25 09:03:45
C010204032,100nF SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,60,150,0,0,0,0,H5-12,A-1,,2019-07-24 10:13:29
C010204033,150nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,91,175,0.04,-370,650,280,H5-13,A-1,,2019-04-02 05:09:57
C010204034,220nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,87,180,0.04,50,1500,1550,H5-14,A-1,,2019-04-25 09:26:37
C010204035,330nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,104,175,0.04,70,3450,3520,H5-15,A-1,,2019-03-08 02:26:04
C010204036,470nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,83,175,0,120,1750,1870,H5-16,A-1,,2019-05-09 03:48:28
C010204037,560nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,60,150,0.04,40,1500,1540,H5-17,A-1,,2019-04-25 09:26:37
C010204038,680nF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,108,175,0.04,280,4000,4280,H5-18,A-1,,2019-02-27 02:35:36
C010204039,1uF  SMD1206 Capacitor,Novatech,KD005,KS028,SMD1206,pcs,74,175,0,-400,1500,1100,H5-20,A-1,,2019-07-30 02:31:26
C010204040,1.5uF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,56,175,0.04,240,1000,1240,H5-21,A-1,,2019-04-15 09:48:54
C010204041,2.2uF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,70,175,0.04,-10,1400,1390,H5-22,A-1,,2019-03-28 09:41:48
C010204042,3.3uF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,75,175,0.04,210,600,810,H5-23,A-1,,2019-02-27 02:36:48
C010204043,4.7uF SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,65,175,0.04,150,2000,2150,H5-24,A-1,,2019-07-08 08:36:09
C010204044,6.8uF  SMD1206 Capacitor ,Novatech,KD005,KS028,SMD1206,pcs,80,175,0.04,40,1250,1290,H5-25,A-1,,2019-02-27 02:37:25
C010204045,10uF SMD1206 Capacitor,Novatech,KD005,KS028,SMD1206,pcs,63,175,0.04,-355,200,-155,H6-1,A-1,,2019-07-30 02:31:26
C010204046,18pf SMD1206 Capacitor,Novatech,KD005,KS028,SMD1206,pcs,65,150,0,140,1500,1640,H6-2,A-1,,2019-04-25 09:26:37
C010204047,450nF SMD1206 Capacitor Tol 10%,,KD005,KS028,SMD1206,pcs,0,175,0.04,260,3250,3510,H5-19,A-1,,
C020101001,1nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,63,200,0,216,800,1016,H6-3,C5-3,,2019-06-27 04:34:49
C020101002,2.2nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,56,150,0.21,0,0,0,H6-4,C5-3,,
C020101003,3.3nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,56,150,0.18,97,500,597,H6-5,C5-3,,2019-06-27 04:38:24
C020101004,4.7nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,79,150,0,0,0,0,H6-6,C5-3,,
C020101005,6.8nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,53,150,0.23,77,500,577,H6-7,C5-3,,2019-03-08 02:16:27
C020101006,10nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,125,250,0,0,0,0,H6-8,C5-3,,
C020101007,12nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,74,250,0.33,59,800,859,H6-9,C5-3,,2019-03-08 02:16:27
C020101008,15nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,74,200,0.28,165,800,965,H6-10,C5-3,,2019-03-08 02:16:27
C020101009,18nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,50,100,0.36,6,0,6,H6-11,C5-3,,2019-01-24 02:28:40
C020101010,22nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,100,200,0,10,0,10,H6-12,C5-3,,2019-09-03 04:58:55
C020101011,33nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,115,250,0,81,50,131,H6-13,C5-3,,2019-03-08 02:16:27
C020101012,47nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,114,200,0,9,0,9,H6-14,C5-3,,2019-05-08 02:21:39
C020101013,56nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,91,175,0.52,38,0,38,H6-15,C5-3,,2019-06-27 04:38:24
C020101014,68nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,110,200,0.64,34,700,734,H6-16,C5-3,,2019-03-08 02:16:27
C020101015,100nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,164,350,0,5,200,205,H6-17,C5-3,,2019-07-30 02:30:36
C020101016,120nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,122,225,1.2,61,250,311,H6-18,C5-3,,2019-03-08 02:16:27
C020101017,150nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,147,250,0.8,52,0,52,H6-19,C5-3,,2019-03-08 02:16:27
C020101018,180nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,182,350,1.5,30,200,230,H6-20,C5-3,,2019-07-30 01:42:11
C020101019,220nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,400,500,0,95,0,95,H6-21,C5-3,,2019-04-15 09:44:03
C020101020,330nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,402,700,2.3,67,0,67,H6-22,C5-3,,2019-05-08 07:52:10
C020101021,470nF Mylar Capacitor,Novatech,KD005,KS029,DIP,pcs,425,850,2.3,24,110,134,H6-23,C5-3,,2019-04-15 09:44:03
C020201001,10nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,234,500,0,0,510,510,H6-24,C5-4,,2019-02-20 08:17:59
C020201002,15nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,292,550,0,0,0,0,H6-25,C5-4,,
C020201003,22nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,290,700,0,8,540,548,H7-1,C5-4,,2019-09-03 05:01:03
C020201004,33nf 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,170,600,0,2,0,2,H7-2,C5-4,,
C020201005,47nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,170,600,0,0,0,0,H7-3,C5-4,,
C020201006,68nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,378,1750,0,31,750,781,H7-4,C5-4,,2019-06-22 06:47:57
C020201007,100nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,298,1000,0,70,0,70,H7-5,C5-4,,2019-04-06 05:37:15
C020201008,150nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,409,850,0,0,0,0,H7-6,C5-4,,
C020201009,220nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,393,1250,0,-40,0,-40,H7-7,C5-4,,2019-07-30 01:51:33
C020201010,330nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,429,1400,1,0,0,0,H7-8,C5-4,,
C020201011,470nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,474,1750,3,0,0,0,H7-9,C5-4,,
C020201012,680nF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,501,2000,3,0,0,0,H7-10,C5-4,,
C020201013,1uF 400V Mylar Capacitor,Novatech,KD005,KS030,DIP,pcs,528,1750,3,-11,580,569,H7-11,C5-4,,2019-06-02 04:01:47
C020201014,1.2nF Mylar Capacitor,Novatech,KD005,KS029,#NA,pcs,85,150,0.1,45,0,45,I6-21,,,
C030101001,1000uF/6.3V Solid Capacitor,Novatech,KD005,KS031,8mmx9mm,pcs,1193,3500,3,74,300,374,H7-12,C6-4,,2019-06-27 03:52:14
C030101004,2200uF/6.3V Rubycon Elco,Novatech,KD005,KS032,10mmx20mm,pcs,1000,2000,3,40,0,40,H7-15,C6-4,,2019-04-24 02:23:21
C030101005,1500uF/6.3V Solid Capacitor,Novatech,KD005,KS031,10mmx13mm,pcs,963,3500,2,1,400,401,H7-16,C6-4,,2019-03-28 09:46:09
C030101006,2200uF/6.3V Elco,Novatech,KD005,KS032,10mmx20mm,pcs,558,1500,3,60,400,460,H7-17,C6-4,,2019-04-01 01:45:49
C030202001,330uF/16V  SMD ELCO,Novatech,KD005,KS033,8mmx10mm,pcs,488,1000,2,2,0,2,H7-19,E4-5,,2019-07-30 02:39:35
C030202002,1000uF/25V  SMD ELCO,Novatech,KD005,KS033,12mmx13mm,pcs,2446,5000,3,0,0,0,H7-20,E4-5,,
C030202003,1000uF/16V SMD ELCO,Novatech,KD005,KS033,10mmx10mm,pcs,973,3900,3,0,0,0,H7-21,E4-5,,
C030203001,22uF/35V  SMD ELCO,Novatech,KD005,KS033,6mmx5mm,pcs,195,700,0,0,0,0,H7-22,E4-5,,
C030203002,47uF/25V  SMD ELCO,Novatech,KD005,KS033,6mmx5mm,pcs,14,1200,0,0,0,0,H7-23,E4-5,,2019-02-25 08:17:37
C030203003,100uF/25V  SMD ELCO,Novatech,KD005,KS033,6mmx7mm,pcs,285,700,0.5,25,610,635,H7-24,E4-5,,2019-08-12 09:03:44
C030203004,220uF/25V  SMD ELCO,Novatech,KD005,KS033,6mmx7mm,pcs,546,1500,0.5,0,0,0,H7-25,E4-5,,
C030203005,470uF/25  SMD ELCO,Novatech,KD005,KS033,8mmx10mm,pcs,780,2500,2,2,0,2,H8-1,E4-5,,2019-05-07 08:03:18
C030203006,330uF/25V SMD Elco,Novatech,KD005,KS033,8mmx10mm,pcs,667,1500,1,22,50,72,H8-2,E4-5,,2019-06-27 03:50:52
C030203007,470uF/16V SMD ,Novatech,KD005,KS033,#NA,Pcs,2200,2700,10,0,0,0,,,,
C030205001,1uF/50V  SMD ELCO,Novatech,KD005,KS033,4mmx5mm,pcs,211,500,0,36,1150,1186,H8-3,E4-5,,2019-08-16 07:08:20
C030205002,4.7uF/50V  SMD ELCO,Novatech,KD005,KS033,4mmx5mm,pcs,212,450,0,58,1953,2011,H8-4,E4-5,,2019-05-24 06:22:46
C030205003,10uF/50V  SMD ELCO,Novatech,KD005,KS033,5mmx5mm,pcs,195,800,0,0,0,0,H8-5,E4-5,,
C030205004,4700uF/16V  SMD ELCO,Novatech,KD005,KS033,#NA,pcs,7000,15500,5,0,0,0,H8-6,E4-5,,
C030301001,10uF/16V ELCO,Novatech,KD005,KS032,5mmx11mm,pcs,110,250,4,0,0,0,H8-7,C6-6,,
C030301002,22uF/16V,Novatech,KD005,KS032,5mmx10mm,pcs,86,150,0,0,0,0,H8-8,C6-6,,
C030301003,33uf/16v elco,Novatech,KD005,KS032,5mmx11mm,pcs,95,200,1,0,0,0,H8-9,C6-6,,
C030301004,47uF/16V ELCO 5x11,Novatech,KD005,KS032,5x11,pcs,84,200,0,190,100,290,H8-10,C6-6,,2019-07-15 09:04:55
C030301005,100uF/16V ELCO 5x11,Novatech,KD005,KS032,5x11,pcs,74,300,0,123,500,623,H8-11,C6-6,,2019-07-30 02:07:44
C030301006,220uF/16V ELCO 6.3x12,Novatech,KD005,KS032,6.3x11,pcs,150,300,0.58,0,0,0,H8-12,C6-6,,2019-02-15 03:45:00
C030301007,330uF/16V ELCO 6.3x12,Novatech,KD005,KS032,6.3x12,pcs,98,300,0.58,0,0,0,H8-13,C6-6,,2019-02-15 03:45:31
C030301008,470uF/16V ELCO 8x12,Novatech,KD005,KS032,8x12,pcs,141,600,0,35,450,485,H8-14,C6-6,,2019-08-26 02:24:21
C030301009,680uF/16V 8x12,Novatech,KD005,KS032, 8*12,pcs,169,400,0.9,0,0,0,H8-15,C6-6,,
C030301010,1000uF/16V ELCO 8x16,Novatech,KD005,KS032,10x14,pcs,420,700,1,0,0,0,H8-16,C6-6,,2019-05-21 08:17:40
C030301011,2200uF/16V ELCO 10x19,Novatech,KD005,KS032,10x19,pcs,102,1000,3,0,0,0,H8-17,C6-6,,
C030301012,3300uF/16V ELCO 13x2,Novatech,KD005,KS032,13x20,pcs,660,1500,3.8,20,129,149,H8-18,C6-6,,2019-02-20 03:04:38
C030301013,4700uF/16V 13x25,Novatech,KD005,KS032,13*25,pcs,934,1750,5,0,0,0,H8-19,C6-6,,
C030301014,10000uF/16V Elco,Novatech,KD005,KS032,DIP,pcs,5284,9000,18,83,740,823,H8-20,C6-6,,2019-07-30 02:07:15
C030301015,1uF/16V ELCO,Novatech,KD005,KS032,#NA,pcs,100,300,0,36,100,136,I2-16,C6-6,,2019-09-16 09:09:41
C030401001,10uF/25V ELCO 4x7,Novatech,KD005,KS032,,pcs,63,200,0,98,100,198,H8-21,C6-4,,2019-05-25 07:06:19
C030401002,33uF/25V,Novatech,KD005,KS032,5mmx10mm,pcs,71,150,0,55,2485,2540,H8-22,C6-5,,2019-04-25 09:26:37
C030401003,47uf/25v Elco DIP 5x11,Novatech,KD005,KS032,6x6,pcs,172,400,0,0,0,0,H8-23,C6-5,,
C030401004,220uF/25V ELCO 8x12,Novatech,KD005,KS032,8x12,pcs,400,600,0.8,25,0,25,H8-24,C6-5,,2019-09-16 09:22:07
C030401005,330uF/25V ELCO,Novatech,KD005,KS032,10mmx16mm,pcs,183,400,0,4,640,644,H8-25,C6-5,,2019-04-25 09:27:52
C030401006,470uF/25V ELCO 8x12,Novatech,KD005,KS032,8x12,pcs,197,600,0,13,325,338,I1-1,C6-5,,2019-09-23 06:30:53
C030401007,2200uF/25V ELCO 16.2x36.4,Novatech,KD005,KS032,13x20,pcs,765,1000,4,6,0,6,I1-2,C6-5,,2019-02-23 06:44:12
C030401008,3300uF/25V ELCO 17x28,Novatech,KD005,KS032,16x26,pcs,1100,1750,6.6,21,486,507,I1-3,C6-5,,2019-07-30 02:37:06
C030401009,1uF/25V Elco,Novatech,KD005,KS032,dip,pcs,110,250,0,0,0,0,I1-4,C6-5,,2019-03-30 05:46:32
C030401010,10uF/25V Elco 5x11,Novatech,KD005,KS032,#NA,pcs,64,350,0,69,580,649,I1-5,C6-5,,2019-05-13 04:24:49
C030401011,100uF/25V Elco 5x11,Novatech,KD005,KS032,5mmx11mm,pcs,84,350,1,38,372,410,I1-6,C6-4,,2019-07-27 07:06:46
C030401012,22uF/25V Elco 5x11,Novatech,KD005,KS032,#NA,pcs,135,250,0,-20,0,-20,I5-20,C6-4,,2019-04-25 09:27:52
C030501001,2.2uf/35V Elco,Novatech,KD005,KS032,5mmx10mm,pcs,90,150,0,0,0,0,I1-7,C6-4,,
C030501002,22uF/35V,Novatech,KD005,KS032,5mmx8mm,pcs,60,150,0,1,0,1,I1-8,C6-4,,2019-02-23 06:46:11
C030501003,33uF/35V,Novatech,KD005,KS032,6mmx7mm,pcs,84,200,0,1,0,1,I1-9,C6-4,,2019-02-23 06:46:36
C030501004,47uF/35V ELCO 5x11,Novatech,KD005,KS032,5x11,pcs,200,175,0.35,0,0,0,I1-10,C6-4,,
C030501005,100uf/35v Elco,Novatech,KD005,KS032,DIP,pcs,175,450,0,0,0,0,I1-11,C6-4,,
C030501006,330uf/35v elco,Novatech,KD005,KS032,10mmx17mm,pcs,259,500,0,17,152,169,I1-12,C6-4,,2019-09-12 01:51:43
C030501007,680uF/35V 10x17,Novatech,KD005,KS032,10x20,pcs,467,900,1,40,422,462,I1-13,C6-4,,2019-06-22 03:46:44
C030501008,2200uF/35V Elco,Novatech,KD005,KS032,16mmx27mm,pcs,987,2200,5,-4,243,239,I1-14,C6-3,,2019-07-30 02:38:52
C030501009,3300uF/35V ELCO 16.4x36.8,Novatech,KD005,KS032,16.4x36.8,pcs,2100,2700,5,18,630,648,I1-15,C6-3,,2019-02-20 03:08:41
C030501010,4700uF/35V Nichicon Elco,,KD005,KS032,,pcs,4000,8000,10.6,2,0,2,I5-18,C6-4,,
C030601001,0.1uF/50V ELCO 5x11,Novatech,KD005,KS032,5x10,pcs,115,250,0,0,0,0,I1-16,C6-1,,2019-05-24 06:55:07
C030601002,0.22uF/50V,Novatech,KD005,KS032,5mmx11mm,pcs,43,100,0,0,0,0,I1-17,C6-1,,
C030601003,0.33uF/50V,Novatech,KD005,KS032,5mmx10mm,pcs,52,150,0,75,718,793,I1-18,C6-1,,2019-02-25 02:18:00
C030601004,0.47uF/50V,Novatech,KD005,KS032,5mmx10mm,pcs,52,150,0,102,730,832,I1-19,C6-1,,2019-02-25 02:18:13
C030601005,0.68uF/50V,Novatech,KD005,KS032,5mmx11mm,pcs,43,100,0,18,200,218,I1-20,C6-1,,2019-02-25 02:21:50
C030601006,1uF/50V ELCO 5x11,Novatech,KD005,KS032,5x10,pcs,64,250,0,-27,587,560,I1-21,C6-1,,2019-05-24 07:02:03
C030601007,2.2uF/50V,Novatech,KD005,KS032,5mmx10mm,pcs,88,150,0,15,1000,1015,I1-22,C6-1,,2019-05-21 08:17:40
C030601008,3.3uF/50V,Novatech,KD005,KS032,5mmx11mm,pcs,54,125,0,0,0,0,I1-23,C6-1,,
C030601009,4.7uF/50V ELCO 5x11,Novatech,KD005,KS032,5x11,pcs,200,350,0,0,0,0,I1-24,C6-1,,
C030601010,4.7uF/50V ELCO 4x5,Novatech,KD005,KS032,4x5,pcs,75,125,0,0,0,0,I1-25,C6-1,,2019-02-25 02:19:45
C030601011,10uF/50V ELCO 5x11,Novatech,KD005,KS032,5x11,pcs,125,300,0,12,5,17,I2-1,C6-1,,2019-06-10 05:16:13
C030601012,10uF/50V Elco 5x5,Novatech,KD005,KS032,5x6,pcs,110,300,0,0,0,0,I2-2,C6-1,,
C030601013,22uF/50V,Novatech,KD005,KS032,6mmx7mm,pcs,63,200,0,3,700,703,I2-3,C6-1,,2019-09-16 03:34:45
C030601014,33uF/50V,Novatech,KD005,KS032,5mmx7mm,pcs,65,200,0,127,1000,1127,I2-4,C6-1,,2019-07-30 02:07:44
C030601015,47uF/50V ELCO 5x11,Novatech,KD005,KS032,6x11,pcs,200,350,0,0,0,0,I2-5,C6-1,,
C030601016,100uF/50V ELCO 8x12,Novatech,KD005,KS032,8x12,pcs,300,500,0,0,0,0,I2-6,C6-1,,
C030601017,220uF/50V ELCO,Novatech,KD005,KS032,10x13,pcs,550,750,1,0,0,0,I2-7,C6-1,,2019-02-25 02:21:15
C030601018,330uF/50V ELCO,Novatech,KD005,KS032,10mmx17mm,pcs,419,1100,2,-1,0,-1,I2-8,C6-1,,2019-04-30 02:06:49
C030601019,470uF/50V ELCO 10x20,Novatech,KD005,KS032,10x20,pcs,595,1100,2.5,18,475,493,I2-9,C6-1,,2019-08-20 08:48:29
C030601020,680uF/50V 13x21,Novatech,KD005,KS032,13x20,pcs,584,1100,3,27,540,567,I2-10,C6-2,,
C030601021,1000uF/50V ELCO 13.2x26,Novatech,KD005,KS032,13x25,pcs,2150,3000,5,19,0,19,I2-11,C6-1,,2019-08-07 09:04:27
C030601022,2200uF/50V ELCO 16.2x36.4,Novatech,KD005,KS032,16.2x36.4,pcs,1797,3000,11,11,760,771,N1-21,C6-1,,2019-06-27 04:33:29
C030601023,4700uF/50V ELCO 22.2x36.5,Novatech,KD005,KS032,22.2x36.5,pcs,4166,5500,12,0,0,0,N1-3,C6-1,,
C030601024,6800uF/50V ELCO  22.2x47,Novatech,KD005,KS032,25x40,pcs,4000,4500,20,0,0,0,N1-4,C6-1,,
C030601025,10000uF/50V Hijau,Novatech,KD005,KS032,35x60,pcs,12500,21500,73,0,0,0,N1-5,C6-2,,
C030601026,10000uF/50V ELCO,Novatech,KD005,KS032,DIP,pcs,8873,15000,70,0,0,0,I2-24,C6-2,,
C030601027,4700uF/50V Elco 22x40,,KD005,KS032,,pcs,4209,6000,19,0,0,0,I5-19,C6-1,,
C030601028,Rubycon 4700uF/50V Elco MXC 23mmx46mm,,KD005,KS032,Elco DIP,pcs,6000,9000,22,0,0,0,I5-21,C6-1,,
C030801001,470uF/250V Elco 30.3mmx26.6mm ,,KD005,KS032,Elco DIP,pcs,4000,6000,26,0,0,0,I5-22,C6-2,,
C030801002,220uF/250V KMQ Elco 16.2mmx36mm,,KD005,KS032,Elco DIP,pcs,2000,3000,12,0,0,0,I5-23,C6-2,,2019-01-28 08:58:46
C030801003,10uF/250V Elco 10.2mmx18mm,Novatech,KD005,KS032,Elco DIP,pcs,850,1300,2,0,0,0,I5-24,C6-2,,2019-03-30 06:07:44
C030801004,2.2uF/250V Elco 6.5mmx12mm,Novatech,KD005,KS032,Elco DIP,pcs,400,600,0,0,0,0,I5-25,C6-2,,2019-02-28 08:00:08
C030801005,2.2uF/250V Panasonic Elco 8.2mmx13mm,Novatech,KD005,KS032,Elco DIP,pcs,1000,1500,1,0,0,0,I6-1,C6-2,,
C030801006,22uF/250V Elco 10.2mmx21.5mm,,KD005,KS032,Elco DIP,pcs,1500,2300,3,0,0,0,I6-2,C6-2,,2019-01-28 08:58:46
C030801007,47uF/250V Elco 16.2mmx26.6mm,Novatech,KD005,KS032,Elco DIP,pcs,1250,3000,8,14,30,44,I6-3,C6-6,,2019-02-28 08:02:06
C030801008,100uF/250V Elco 16.2mmx36mm,,KD005,KS032,Elco DIP,pcs,2250,3000,12,4,0,4,I6-4,C6-6,,2019-07-30 02:43:47
C030901001,1uF/400V Elco 6x11,Novatech,KD005,KS039,6x12,pcs,157,450,4,2,100,102,I2-12,C5-6,,2019-07-27 07:06:46
C030901002,2.2uF/400V Elco 8x12,Novatech,KD005,KS039,8*12,pcs,198,600,1,1,10,11,I2-13,C5-6,,2019-06-28 08:42:20
C030901003,4.7uF/400V Elco 8x12,Novatech,KD005,KS039,8*12,pcs,253,750,1,12,50,62,I2-14,C5-6,,2019-02-28 08:05:14
C030901004,10uF/400V Elco 10x17,Novatech,KD005,KS039,10*17,pcs,507,1300,1,-11,670,659,I2-15,C5-6,,2019-06-27 04:41:18
C030901005,47uF/400V Elco 16*25,Novatech,KD005,KS039,16x26,pcs,2041,4500,2,10,17,27,I2-22,C5-6,,2019-08-13 06:29:03
C030901006,100uF/400V Elco 18*30,Novatech,KD005,KS039,18x32,pcs,4210,8500,10,1,7,8,,C5-6,,2019-08-13 06:29:03
C030901007,220uF/400V Elco 35*40,Novatech,KD005,KS039,25x36,pcs,3510,8500,30,1,0,1,N1-9,C5-6,,2019-02-28 08:08:05
C030901008,330uF/400V Elco 35*40,Novatech,KD005,KS039,35x42,pcs,6112,15000,60,8,42,50,N1-10,C5-7,,2019-02-28 08:08:33
C030901009,470uF/400V Elco 30*50,Novatech,KD005,KS039,30x52,pcs,9682,20000,70,0,0,0,N1-11,C5-6,,2019-01-28 03:54:19
C031001001,10uF/450V Elco 12.7mmx20.3mm,Novatech,KD005,KS032,Elco DIP,pcs,2000,3000,3,13,0,13,I6-5,C5-7,,
C040203001,4.7uF/16V SMD3216 Tantalum Capacitor,Novatech,KD005,KS034,SMD3216,pcs,306,600,0,200,1150,1350,I3-1,C5-1,,2019-04-27 01:53:03
C040203002,10uF/16V SMD3216 Tantalum Capacitor,Novatech,KD005,KS034,SMD3216,pcs,332,800,0,0,0,0,I3-2,C5-1,,
C040203003,1uF/16V SMD3216 Tantalum Capacitor,Novatech,KD005,KS034,SMD3216,pcs,224,600,0,-112,600,488,I3-3,C5-1,,2019-07-30 02:07:44
C040203004,220uF/16V SMD7343 Tantalum Capacitor,Novatech,KD005,KS034,SMD7343,pcs,1964,4000,0,7,0,0,I3-4,C5-1,,2019-08-13 03:50:45
C040203005,22uF/16V SMD3528 Tantalum Capacitor,Novatech,KD005,KS034,SMD3528,pcs,300,900,0,10,0,10,I3-5,C5-1,,2019-04-24 02:08:01
